"block","rep","spp","n.ppm","shade.cover","stem.wt","leaves.wt","roots.wt","nod.wt","n.root","c.root","n.stem","c.stem","n.leaf","c.leaf","n.acq","root.carbon.mass","n.cost","nod.root.ratio","chlA","chlB","chlAmoles","chlBmoles","Aamb","TPU","Vcmax","Jmax","Tleaf","TleafK","vcmax25","jmax25","jv25","marea","nmass","narea","chlorophyll_area","tla","biomass","vcmax25_narea","jmax25_narea","chlorophyll_area_narea","chlorophyll_mmol.g","chlorophyll_mmol.m2","chlorophyll_mmol.m2_narea","propN_rubisco","propN_bioenergetics","propN_lightharvesting","propN_photosynthesis"
"one",2,"Cotton",70,50,0.6315,0.9012,0.2551,0,0.9507,43.6783,1.1398,39.2575,2.9885,38.242,0.0365554347,0.1114233433,3.04806506103455,0,0.588093333,8.754126667,0.235237333,3.501650667,12.7914180466667,14.19626104,69.6217046456902,86.1861362110782,24.9871985327273,298.137198532727,69.7051028780472,86.2563290189381,1.23744640575093,43.7124606785871,0.03452274655,1.5090742010837,0.49403596,226.239,1.7878,46.1906398161139,57.1584412197858,0.327376851082087,0.003736888,0.163348569760284,0.108244226588049,0.360512310759913,0.0454590898547638,0.0393615369411089,0.445332937555786
"one",5,"Soybean",630,50,0.7522,1.0431,0.2082,0.009,2.8169,36.6402,2.5544,39.2817,4.8774,42.7834,0.075955142,0.0762848964,1.00434143615978,0.0432276657060519,4.33637,4.571856667,2.660349693,2.804820041,10.907055717,17.39891486,87.4966473242994,95.0802498958951,27.9996782990909,301.149678299091,66.6172561476757,79.1975797056202,1.18884481717555,30.2193913701014,0.05092801736,1.53901368830516,0.47058778,377.343,2.0035,43.285681377557,51.4599579636207,0.30577231611126,0.005465169734,0.165154103095779,0.107311653139132,0.337839464410201,0.0409269882639981,0.0390224193233206,0.417788871997519
"one",6,"Soybean",210,50,0.8174,1.0813,0.3405,8e-04,3.1152,42.76,2.0427,38.395,5.3074,42.4408,0.084693202,0.1455978,1.71912026658291,0.00234948604992658,3.076133333,3.131593333,1.864323232,1.897935354,8.99429840166667,11.85918187,52.551361027359,68.1266687945067,25.1807542518182,298.330754251818,51.6718798907572,67.3497878637335,1.30341276543687,25.2306437664634,0.05451841452,1.37553469546651,0.308535123,436.987,2.2392,37.5649411541981,48.9626238332666,0.224301956189743,0.003762258586,0.0949242061406844,0.0690089508127538,0.293189784618132,0.0389408155446861,0.0250941639319105,0.357224764094728
"one",5,"Soybean",0,50,0.5494,0.7892,0.1741,0.0678,1.4595,41.3356,1.7191,39.9037,3.7938,42.5481,0.0419263945,0.0719652796,1.71646716723996,0.389431361286617,3.74859,3.877933333,3.231543103,3.343045977,12.9806618533333,17.12637802,82.154806980142,96.1846877341998,27.2999841654545,300.449984165455,66.5518747292296,83.4705612608095,1.25421803067779,20.9335410867825,0.05047432165,1.05660628608775,0.500756621,294.331,1.5127,62.986445950126,78.9987361989602,0.47392924648795,0.00657458908,0.137629430634892,0.130256115685707,0.491601529366837,0.0628290515039131,0.0473658602493481,0.601796441120098
"one",6,"Soybean",0,50,0.6312,0.6526,0.1455,0.083,1.8945,44.47,1.5047,39.1376,4.4921,41.6022,0.0415696085,0.06470385,1.55651814714589,0.570446735395189,3.844596667,3.905133333,3.100481183,3.149301075,10.0990554126667,11.65870544,60.6196896073724,67.9563411388959,25.3103627581818,298.460362758182,58.8900157429319,66.6332099665841,1.1314856877854,17.206255679272,0.0480625487,0.826976501529664,0.385750622,296.645,1.4293,71.2112322829037,80.5744901376668,0.466458987996,0.006249782258,0.107535351470926,0.130034349551671,0.555794983671443,0.0640822756709827,0.0472852180187894,0.667162477361215
"one",4,"Cotton",0,50,0.3009,0.4376,0.1634,0,1.4508,41.7142,1.5608,37.5379,3.4606,36.0275,0.02221064,0.0681610028,3.06884460780959,0,3.20956,3.857653333,1.645928205,1.978283761,3.79892551466667,8.761330215,25.3190952608518,50.792746975481,24.9910193554545,298.141019355455,25.3403676982195,50.8217626543109,2.00556532010709,30.5274971952602,0.04045314709,1.23493333432943,0.337015419,106.739,0.9019,20.5196240102948,41.153446296684,0.272901710263575,0.003624211966,0.110638120627094,0.08959035888943,0.160153163007179,0.0327300425468315,0.0325783123234291,0.22546151787744
"one",1,"Cotton",630,50,1.4597,2.1581,0.2274,0,1.5837,42.4297,2.3063,37.4348,4.3729,35.393,0.1316379498,0.0964851378,0.73295837519949,0,3.01794,3.161926667,1.486669951,1.557599343,15.4675565,14.31423572,76.2942923214878,97.6499831824112,24.9487454545455,298.098745454545,76.6609761330746,97.9689340302524,1.2779505163121,29.1838164476347,0.04574431142,1.33499358800472,0.323383918,758.797,3.8452,57.4242279677554,73.3853217802168,0.242236308028512,0.003044269294,0.0888433962932664,0.06654968015693,0.4481890963337,0.0583646066203925,0.0241998836934291,0.530753586647522
"one",1,"Cotton",210,50,1.665,1.8709,0.511,0,1.2122,42.6218,1.4106,40.0941,3.7244,35.1546,0.0993606316,0.217797398,2.19198886412876,0,2.5499,2.490556667,1.448806818,1.415089015,7.69915807566667,15.85441944,60.3602536003842,100.102080478762,24.9915272727273,298.141527272727,60.4080971910304,100.156029093355,1.65799013295566,37.3924636494624,0.03913345488,1.46329628907828,0.288190776,583.701,4.0469,41.2822048698567,68.4454883408765,0.196946290475137,0.002863895833,0.107088120831299,0.0731828007974746,0.322202574594003,0.0544358722568528,0.026611927562718,0.403250374413574
"one",4,"Cotton",210,50,0.6514,1.0465,0.147,0,1.9519,43.1053,2.7019,35.3879,4.034,36.7562,0.0626852796,0.063364791,1.01084004736576,0,4.36259,5.00234,1.773410569,2.033471545,12.0485280433333,14.12244486,61.589612146657,79.7863575137817,26.2110697954545,299.361069795455,55.0593942387118,73.9584763884233,1.34324900248219,35.4213509772476,0.0404849693,1.43403230687839,0.465453777,271.213,1.8449,38.3948074074881,51.5737867506042,0.324576911389954,0.003806882114,0.134844907489,0.0940319871750526,0.299666789521858,0.0410175182530096,0.0341934498818373,0.374877757656705
"one",8,"Soybean",70,50,0.3788,0.4866,0.0379,9e-04,1.2077,43.174,1.3394,39.1944,4.7069,44.2644,0.0284351409,0.016362946,0.575448036552546,0.0237467018469657,2.601326667,2.79976,1.84491253,1.98564539,10.4911297123333,18.093892,49.1764178961386,89.7953765154064,25.9187806454545,299.068780645455,45.1577168530241,84.7552087177255,1.87687098959365,19.1162852211302,0.05095804976,0.974128613524704,0.289602502,236.493,0.9033,46.3570376909773,87.0061792056949,0.297293907579746,0.00383055792,0.0732260377547791,0.0751708108540455,0.361811025880798,0.0691975084348913,0.027334840310562,0.458343374626252
