"block","rep","spp","n.ppm","shade.cover","stem.wt","leaves.wt","roots.wt","nod.wt","n.root","c.root","n.stem","c.stem","n.leaf","c.leaf","n.acq","root.carbon.mass","n.cost","nod.root.ratio","chlA","chlB","chlAmoles","chlBmoles","Aamb","TPU","Vcmax","Jmax","Tleaf","TleafK","vcmax25","jmax25","jv25","marea","nmass","narea","chlorophyll_area","tla","biomass","vcmax25_narea","jmax25_narea","chlorophyll_area_narea","chlorophyll_mmol.g","chlorophyll_mmol.m2","chlorophyll_mmol.m2_narea","propN_rubisco","propN_bioenergetics","propN_lightharvesting","propN_photosynthesis"
"one",3,"Cotton",0,50,0.7211,0.7513,0.1613,0,0.9052,44.1722,0.6116,39.3491,2.9988,40.1768,0.0284003196,0.0712497586,2.50876608444927,0,3.343073333,1.177226667,1.816887681,0.639797101,13.12728092,11.69411996,65.4815417382724,75.504572341476,24.64690645,297.79690645,67.6858514204195,77.2258689204226,1.14094551962931,35.8674598793678,0.027288264,0.978760714197596,0.25196767,204.511,1.6337,69.1546467268147,78.9016843445067,0.257435414340846,0.002456684783,0.0881150428905058,0.0900271553734602,0.539743584209285,0.0627518644974444,0.032737147408531,0.635232596115261
"one",3,"Cotton",70,50,0.5118,0.5946,0.1315,0,0.9561,43.6576,1.5384,38.2898,3.7882,37.2269,0.0316554399,0.057409744,1.81358225257201,0,4.943273333,1.594466667,2.484056951,0.801239531,9.97366766833333,10.94176529,45.8713952630699,63.1164256821348,24.9681261009091,298.118126100909,46.0083519667615,63.2445206432238,1.37463129931093,42.1859234784227,0.02605762951,1.09926516453795,0.351491398,142.216,1.2379,41.8537341589461,57.5334529679262,0.319751238681107,0.003285296482,0.138593265993583,0.126078102412931,0.326663290996652,0.0457573431379448,0.0458465826956114,0.418267216830209
"one",4,"Cotton",630,50,0.6767,1.1511,0.1627,0,1.7773,43.4026,3.4985,32.7381,3.9665,34.8165,0.0722243981,0.0706160302,0.977730961526698,0,4.385316667,4.924836667,1.747138114,1.962086321,9.769303503,13.60153051,52.2916465868705,67.8349106711558,24.8325023463636,297.982502346364,53.1182108574933,68.5626363330456,1.29075575449984,39.3258426944199,0.04423322098,1.73950869012699,0.462961379,253.05,1.9905,30.5363296883647,39.4149432665612,0.266144907253209,0.003709224436,0.145868376688434,0.0838560781652578,0.238332329275042,0.0313473812325517,0.030493119332821,0.300172829840414
"one",8,"Soybean",210,50,1.2021,1.5268,0.3999,0.0224,1.5526,42.6275,1.8476,39.2192,4.2627,40.6399,0.0935017506,0.1704673725,1.82314631978666,0.0560140035008752,3.442733333,3.5739,1.881275046,1.95295082,8.428486947,13.03840658,44.6246950813406,72.5736810668685,25.0716413472727,298.221641347273,44.3269230165394,72.2441106846923,1.62980206538894,26.5477037584341,0.04653690201,1.23544788839676,0.353482788,636.978,3.1288,35.8792332989961,58.4760485352753,0.286117116974246,0.003834225865,0.101789892406946,0.0823910853407493,0.280033040382408,0.0465070055793689,0.0299603946693634,0.356500440631141
"one",7,"Soybean",0,50,0.504,0.5582,0.1105,0.0441,1.8768,40.1908,1.3254,38.4283,5.3717,41.7308,0.0387387094,0.044410834,1.14642007149572,0.399095022624434,3.512726667,3.568313333,2.723043928,2.766134367,11.758487418,14.92177084,75.1956579888596,83.3344193275948,26.8688991190909,300.018899119091,63.3201453676606,74.2099249282353,1.17197969930967,20.0010695771967,0.06362797927,1.2726276404357,0.386519651,288.502,1.1727,49.7554377696701,58.3123629963189,0.303717787292181,0.005489178295,0.109789436999933,0.0862698824947298,0.388335124055962,0.0463768236593489,0.0313708663617199,0.46608281407703
"one",8,"Soybean",0,50,0.3669,0.5491,0.0815,0.0036,1.5025,42.7163,1.5578,39.0078,4.0915,42.482,0.0294065322,0.0348137845,1.18387929128209,0.0441717791411043,2.453023333,2.575813333,2.078833333,2.182892655,14.7749153866667,17.25377813,75.1375197302468,97.4497817886806,24.9561181818182,298.106118181818,75.4465729893295,97.7222061477761,1.29525043054768,18.5680517537057,0.05268912884,0.978334471158787,0.306262891,235.147,0.9975,77.1173614070522,99.8862955651855,0.313045180384217,0.004261725989,0.0791319487238646,0.0808843509624442,0.601891601225774,0.0794412861592428,0.0294124912590706,0.710745378644087
"one",3,"Cotton",630,50,0.6003,0.803,0.1823,0,1.6093,41.943,3.8355,34.4324,4.2908,34.931,0.0604133844,0.076462089,1.26564816322391,0,6.4118,2.018546667,2.751845494,0.866329041,13.9773895166667,15.12815688,66.1813181970649,87.7404987952373,24.4261668609091,297.576166860909,69.8462479954996,91.0223564390527,1.3031817606712,46.6056219084714,0.02959015599,1.37906762228263,0.423210174,202.079,1.5856,50.6474424219243,66.0028231888967,0.306881379246293,0.003618174535,0.168627274377069,0.122276291352528,0.39529711158575,0.0524931787148444,0.0444641059463739,0.492254396246969
"one",7,"Soybean",210,50,1.2689,1.5112,0.4453,0.0334,2.4293,41.541,2.2213,38.3256,5.8855,43.6263,0.1279454246,0.184982073,1.44578888677196,0.0750056141926791,2.97255,3.05041,1.801545455,1.848733333,7.91710647866667,15.31985419,55.2221667521605,85.2752169647666,27.1895281527273,300.339528152727,45.1788415103739,74.4913835050324,1.64881128011943,26.9677014729706,0.05041817065,1.35966217490249,0.344169143,742.205,3.2254,33.2279902642831,54.7866851634486,0.253128423628232,0.003650278788,0.0984396286479009,0.0724000641225169,0.259340411818795,0.0435727915342055,0.0263272960445516,0.329240499397552
"one",2,"Cotton",0,50,0.7328,1.0049,0.4762,0,0.8619,43.3332,0.7253,39.7116,2.3247,35.1362,0.0327802765,0.2063526984,6.29502616916608,0,0.39352,7.81276,0.149060606,2.959378788,13.1274249166667,12.00718586,66.1212331852297,76.7116535729721,24.9458196472727,298.095819647273,66.4572180406622,76.9765508127945,1.1582872874049,42.0237966043437,0.02634273812,1.10702186875637,0.398363107,243.336,2.2139,60.032434693743,69.5348059377274,0.359851163055633,0.003108439394,0.130628424850385,0.117999859385916,0.468545831756043,0.0553022252479221,0.0429090397766966,0.566757096780662
"one",8,"Soybean",630,50,0.1308,0.1619,0.0266,0,2.8051,38.2001,2.6708,38.0001,5.5493,42.7829,0.0132238797,0.0101612266,0.768399806298903,0,3.07372,3.1483,2.582957983,2.645630252,10.2027344123333,14.73639792,51.9265284124394,77.1654656250762,24.9878991190909,298.137899119091,51.9853236371207,77.2248705201928,1.48551293167384,17.1568627438365,0.05398389911,0.926194347407388,0.407733945,79.778,0.3193,56.1278783255788,83.3786890800634,0.440225041473566,0.005228588235,0.0897061706919334,0.0968545866675172,0.438071245467932,0.0663125032449445,0.035219849697279,0.539603598410155
"one",5,"Soybean",210,50,0.7114,0.9999,0.1762,0.0061,2.3569,38.8792,2.1165,39.1918,4.4297,41.7838,0.0635022091,0.0685051504,1.07878373635981,0.0346197502837685,3.491206667,3.637463333,2.933787115,3.056691877,13.9598353766667,18.33636462,72.6132989420027,95.3443079189665,26.6514914954545,299.801491495455,62.3606209190844,86.0299469507093,1.37955565038932,21.6603591249637,0.05354270441,1.15975420604238,0.475879172,428.59,1.8875,53.7705494786588,74.1794653578222,0.410327610385584,0.005990478992,0.129755926297271,0.111882264035979,0.419672581296849,0.0589962026450835,0.0406844596494469,0.51935324359138
"one",6,"Soybean",630,50,1.5812,1.8608,0.3882,8e-04,1.613,48.42,1.8422,39.9612,4.9597,42.8921,0.12768063,0.18796644,1.47216096913056,0.0020607934054611,3.258293333,3.33403,2.487246819,2.545061069,11.4388267866667,14.15732285,56.8746872083926,72.2946195790926,25.1209451618182,298.270945161818,56.2357159689337,71.7415614795416,1.27572949403141,23.4162200161245,0.05333931076,1.24900503626459,0.345147818,754.489,3.8302,45.0244108999897,57.438968936506,0.276338211599399,0.005032307888,0.117837628694287,0.0943451989967183,0.351410036292603,0.0456821983652303,0.0343073450897158,0.431399579747549
"one",7,"Soybean",70,50,0.5371,0.5287,0.136,0.0457,1.701,35.8759,1.6544,38.2256,4.6784,41.6474,0.0359338432,0.048791224,1.35780700462343,0.336029411764706,1.3606,1.384086667,1.172931034,1.193178161,14.1943774533333,18.96238751,101.60554336717,117.081825718988,27.2861161272727,300.436116127273,82.4106361831177,101.689191078094,1.23393284881504,16.3053722899695,0.05529288675,0.901571103445869,0.166951744,303.623,1.2018,91.4078056274634,112.791094001827,0.185178676825265,0.002366109195,0.0385802913031949,0.0427922891003697,0.713426775628982,0.089704693963405,0.0155608324001344,0.818692301992522
"one",2,"Cotton",210,50,0.9221,0.9916,0.3741,0,1.1966,42.6381,2.6487,36.5591,4.5042,37.6913,0.0735637905,0.1595091321,2.16831040129723,0,0.736723333,13.17995333,0.259409624,4.640828638,13.8119706,12.7985914,75.0927215535664,79.4461148098174,25.0126096781818,298.162609678182,75.0042405663843,79.3824508402672,1.05837283653326,41.0405107729929,0.03926729363,1.61154978724829,0.671654279,234.761,2.2878,46.5416837629655,49.2584538612438,0.416775382501117,0.004900238263,0.201108281222884,0.124791851182131,0.363252165954853,0.0391760942460741,0.0453788549753204,0.447807115176247
"one",1,"Cotton",70,50,1.0403,1.1358,0.3551,0,0.9952,42.1613,1.0486,40.0785,3.1301,35.5757,0.0499942168,0.1497147763,2.99464189826052,0,3.196413333,3.416493333,1.700219858,1.817283688,13.8827864466667,14.07913029,69.3507026857097,86.567175799384,24.9808090909091,298.130809090909,69.475283407135,86.6728975939953,1.24753571836591,30.8841364532763,0.03342527328,1.03231070096757,0.36636602,384.797,2.5312,67.3007490303229,83.9600882881076,0.354898985021284,0.003517503546,0.108635059489547,0.105234847791198,0.525274138773252,0.0667749000191732,0.0382672173786175,0.630316256171042
"one",2,"Cotton",630,50,1.0312,1.0264,0.5302,0,1.2213,42.8837,2.2296,38.3097,4.0574,33.7114,0.0711121214,0.2273693774,3.19733644452913,0,0.500293333,10.69236,0.182588808,3.902321168,8.03700272433333,9.163213026,52.0875598426067,51.8272234880402,24.9736542518182,298.123654251818,52.2160645927305,51.9141433213448,0.994217847060275,38.8074344533807,0.03739359102,1.45114933248518,0.514604751,258.806,2.5878,35.982557703629,35.7745010518241,0.354618742179146,0.004084909976,0.158524876141581,0.109240911733114,0.280839474760031,0.0284520750237196,0.0397239679029507,0.349015517686701
"one",6,"Soybean",70,50,0.8,0.8,0.3361,0.0092,1.6034,44.5,1.5256,39.455,5.0982,43.4808,0.0583794274,0.1495645,2.56193845436723,0.0273728057125855,3.793408,3.354806,2.598224658,2.297812329,11.621288122,14.20190226,57.0697094807238,80.4451002348615,25.0830334309091,298.233033430909,56.6286136811764,80.0219025900687,1.41310015181721,18.2428115029496,0.0508298504,0.927279379570328,0.407305641,309.549,1.9361,61.0696354613389,86.2975111418398,0.439248030284824,0.004896036986,0.0893174798470676,0.0963220813650083,0.47664105725923,0.0686338925541132,0.0350262114054576,0.580301161218801
"one",4,"Cotton",70,50,0.3963,0.5003,0.1665,0,1.2222,42.4188,0.6805,38.6088,2.8339,36.3303,0.0189097862,0.070627302,3.73496036671213,0,4.474486667,5.07919,2.182676423,2.477653659,10.280457305,12.25697603,52.470590846267,69.940493420292,26.3976677418182,299.547667741818,46.1143730331119,64.0928582898408,1.38986728159179,34.5084920196705,0.02257395634,0.778993192211281,0.468088029,126.265,1.0631,59.1974018440518,82.276531978289,0.60088847204334,0.004660330081,0.160820963409219,0.206447200074633,0.462028502197478,0.0654359387751232,0.0750717091180482,0.602536150090649
"one",1,"Cotton",0,50,0.6742,0.6024,0.3108,0,0.6256,42.9946,0.647,40.9248,2.1101,35.4436,0.0190176812,0.1336272168,7.02647264904199,0,2.516313333,2.64324,1.27086532,1.334969697,9.60801805066667,9.584695661,49.9947991146356,58.9112330019655,24.9912218181818,298.141221818182,50.03585601395,58.9441274346113,1.17803775392946,33.629415405371,0.022063029,0.741966767341747,0.273136757,190.59,1.5874,67.4367885683263,79.4430829372468,0.36812532450553,0.002605835017,0.087632708264555,0.118108670255566,0.526335910777181,0.0631824480954117,0.0429486073656605,0.632466966238253
"one",7,"Soybean",630,50,0.6147,0.7204,0.1982,0.0017,2.9238,38.3585,2.674,37.4119,5.7441,42.1576,0.063612546,0.076026547,1.19515019883027,0.00857719475277497,3.163445333,3.221644333,2.081214035,2.119502851,7.137073665,13.34172962,53.1376399300306,79.8424658398387,27.3290302045455,300.479030204545,42.9340820253871,69.1691288604339,1.6110540996203,23.5495611238321,0.06343012451,1.49375159424053,0.31531307,360.715,1.5333,28.7424510145652,46.3056435401509,0.211088022409988,0.004200716886,0.0989250390707707,0.0662258968975812,0.224331324991729,0.036827673490608,0.0240821443263932,0.28524114280873
"one",3,"Cotton",210,50,0.6324,1.1527,0.136,0,1.6798,41.4851,2.7821,43.5317,4.4988,38.852,0.071736196,0.056419736,0.786489096801286,0,3.85073,1.414693333,1.681541485,0.617770015,12.9808698633333,13.28466177,68.3516662802331,83.2809088727562,24.9670120227273,298.117012022727,68.5628874531413,83.4558438156693,1.217216002939,39.6139981909634,0.04108896008,1.62769799027769,0.265394321,302.38,1.9211,42.1226098838178,51.2723148361396,0.163048871833234,0.002299311499,0.0910849215618473,0.0559593500181862,0.328761833239554,0.040777752462413,0.0203488545520677,0.389888440254034
"one",5,"Soybean",70,50,0.4862,0.7105,0.2272,0.0277,1.6902,40.0259,1.452,39.1005,3.806,42.0911,0.0379413884,0.0909388448,2.3968243818932,0.121919014084507,4.453963333,4.502836667,3.009434685,3.042457207,10.7530939433333,14.11910797,84.3274561729968,83.9064354654076,28.0152111418182,301.165211141818,64.1168258388955,69.8276563800064,1.08906914006411,24.3977764064693,0.06014599012,1.46742841869347,0.523789474,258.84,1.4239,43.693324336721,47.5850511619351,0.356943798639498,0.006051891892,0.14765270521714,0.100620039339707,0.34102106799392,0.0378452083428255,0.0365891052144387,0.415455381551184
"one",1,"Cotton",0,80,0.4222,0.4435,0.0747,0,1.3305,42.1372,0.9991,37.9186,3.1128,35.1625,0.0190173517,0.0314764884,1.65514572673124,0,4.088733333,1.33698,2.604288747,0.851579618,10.597624224,10.1596579,56.7599145603917,62.4815839860097,24.9228516127273,298.072851612727,57.1711136918214,62.7891124494021,1.09826638655081,21.6600963641529,0.03266292687,0.707482143539478,0.309863697,192.992,0.9404,80.8092673629877,88.7501020665667,0.437980943871991,0.003455868365,0.0748544418077275,0.105804001544458,0.630706476979417,0.0705844802336377,0.0384741823798029,0.739765139592857
"one",8,"Soybean",0,80,0.307,0.324,0.0408,0.0057,1.6382,37.9835,1.6595,38.9115,4.4007,42.6771,0.0200213186,0.015497268,0.774038329323624,0.139705882352941,2.778123333,3.012716667,2.315102778,2.510597222,8.44160710866667,10.61275554,41.453042478439,55.395031645521,24.9681950145455,298.118195014545,41.5765393978342,55.5072126114594,1.33506091212466,15.029392158634,0.05390775489,0.810200788633327,0.309339744,184.244,0.6718,51.31634032098,68.5104401158271,0.38180627362978,0.0048257,0.0725273377399199,0.089517732835414,0.400517778114966,0.0544875295188547,0.0325519028492414,0.487557210483062
"one",5,"Soybean",630,80,0.403,0.4633,0.1001,0,2.2791,36.2935,2.41,37.6407,5.6188,43.012,0.0380255795,0.0363297935,0.955404072145699,0,2.702293333,2.739406667,2.34982029,2.382092754,9.23731612166667,14.80522521,63.6238008080169,73.3211061811472,27.9893348972727,301.139334897273,48.4852347819242,61.1096864749569,1.2603772416451,16.8328060641434,0.03261592587,0.549017554772186,0.3201,260.906,0.9664,88.3127221715945,111.307345172805,0.583041466010727,0.004731913043,0.0796513745652094,0.145079831915868,0.689270026705128,0.088524643040024,0.052756302514861,0.830550972260013
"one",5,"Soybean",210,80,0.3689,0.4348,0.0667,0.0057,2.6112,37.9562,2.5034,37.2974,4.5136,40.8375,0.0306018458,0.0253167854,0.827296025392037,0.0854572713643179,1.495426667,1.541676667,1.557736111,1.605913194,7.92792347033333,12.31344768,59.0566469577467,66.603208133716,28.1841563054545,301.334156305455,44.2431272089802,54.8920455361675,1.24069090498255,14.0915953707554,0.04853943851,0.683998127006583,0.16788852,207.714,0.8704,64.6831116374597,80.251748314567,0.245451724750679,0.003163649306,0.0445808659151232,0.065176883027772,0.504843798146027,0.0638255935567912,0.0237006847373716,0.59237007644019
"one",4,"Cotton",70,80,0.247,0.3614,0.0445,0,1.7602,42.3119,2.8864,34.0908,3.6406,35.3249,0.0210698254,0.0188287955,0.893637946330585,0,4.212006667,4.74096,2.085151815,2.347009901,11.3022837833333,8.393537115,43.5412468026354,55.7475077969635,22.53137302,295.68137302,55.0730726280985,65.479537808179,1.18895741028205,27.2487183501971,0.03636921005,0.991014361271607,0.475715551,112.907,0.6529,55.5724263747623,66.0732481456271,0.480028917431219,0.004432161716,0.12077072628181,0.121865768046837,0.433736010729852,0.0525491888923038,0.0443148247443044,0.530600024366461
"one",6,"Soybean",0,80,0.4275,0.4793,0.1279,0.04,2.0624,45.59,1.6192,40.5653,5.0246,43.1705,0.0336427974,0.05830961,1.73319743024699,0.312744331508991,3.20821,3.201786667,3.176445545,3.170085809,6.929142264,8.994318738,42.5892213551875,46.4236852164291,27.0010266863636,300.151026686364,35.4385065577017,41.0131408032747,1.15730443483831,17.498681393863,0.04812124982,0.842058418874669,0.347802315,239.429,1.0347,42.0855676558188,48.7058140907668,0.41303822538204,0.006346531353,0.11105593010231,0.131886253510445,0.328472723167366,0.0387365703464138,0.047958637640162,0.415167931153942
"one",1,"Cotton",630,80,0.2549,0.366,0.0387,0,1.4394,42.4984,2.6585,34.902,4.0895,32.855,0.0223011343,0.0164468808,0.737490774180038,0,3.196383333,1.261413333,2.145223714,0.84658613,9.123234047,8.459106423,46.1435722344698,51.3418498069095,24.9790917881818,298.129091788182,46.2338900411811,51.410168013622,1.11195852150512,19.5544607935928,NA,NA,0.345833721,157.753,0.6596,NA,NA,NA,0.002991809843,0.0585032282768285,NA,NA,NA,NA,NA
"one",6,"Soybean",70,80,0.3387,0.3628,0.0473,0.005,2.0515,42.86,1.6199,39.934,4.8161,42.579,0.0239297716,0.02027278,0.847178165294315,0.105708245243129,2.1711,2.185923333,2.1711,2.185923333,7.96834300333333,10.10488974,50.0620647537127,54.8378059148084,27.6356231681818,300.785623168182,39.3601823164276,46.65551949451,1.18534815513386,12.9348563085122,0.05105974235,0.660450430446905,0.233495355,247.998,0.7488,59.5959673912149,70.6419700005945,0.353539560632887,0.004357023333,0.0563574707451899,0.0853318707159516,0.465139257687531,0.0561827718398824,0.031029771169437,0.55235180069685
"one",8,"Soybean",70,80,0.1573,0.2383,0.0846,0,0.9637,42.1316,2.0664,38.5839,4.5329,41.36,0.0148676381,0.0356433336,2.39737699830076,0,3.45554,3.671503333,2.450737589,2.603903073,12.7566586,13.9065417,62.0416290739787,80.5446132888558,24.9799557181818,298.129955718182,62.1580412535315,80.6473578386984,1.29745655127311,15.5431441321809,0.04759308039,0.739746108196245,0.356352167,128.656,0.4802,84.0261821790373,109.020320546659,0.481722259910105,0.005054640662,0.0785650083458485,0.106205368943971,0.655814104811999,0.0867057330809469,0.0386201341614438,0.781139972054389
"one",1,"Cotton",70,80,0.4733,0.7634,0.0837,0,1.6393,42.9476,2.3338,36.4,4.2546,34.4595,0.0448975859,0.0359471412,0.800647528801766,0,4.007746667,1.471886667,2.143180036,0.787105169,13.33314245,10.55612156,63.8527405253521,75.3573687869449,25.0151475081818,298.165147508182,63.7623738083247,75.2848356959986,1.18070942468848,23.1047248341375,0.03887580876,0.898214864104352,0.342477083,314.166,1.3204,70.9878853673891,83.8160652919814,0.381286367757339,0.002930285205,0.0677034333470692,0.0753755432611095,0.554051788233281,0.0666603560571208,0.0274092884585853,0.648121432748987
"one",6,"Soybean",210,80,0.6247,0.6996,0.1588,0.0053,2.7489,45.94,2.0632,38.7643,4.9886,40.7435,0.0521543092,0.07295272,1.39878604700223,0.033375314861461,2.685733333,2.721003333,2.582435897,2.616349359,9.220671046,12.22930433,55.5295057760123,65.0559705238561,26.9157935481818,300.065793548182,46.5623689782044,57.7692851252422,1.24068612471766,15.7886803836266,0.05574379444,0.880120953783742,0.31452802,349.062,1.4831,52.904511337933,65.6378931519416,0.357369085064737,0.005198785256,0.0820819587900945,0.0932621345250497,0.412913259222892,0.0522029435896971,0.0339135034636545,0.499029706276243
"one",7,"Soybean",210,80,0.7521,0.834,0.174,0.0034,2.575,36.727,2.4398,37.3523,5.2096,41.4725,0.0662782998,0.06390498,0.964191601064576,0.0195402298850575,2.493583333,2.48129,1.903498728,1.894114504,7.36872165866667,11.13269951,38.4314237249961,57.5572727317019,26.8977275663636,300.047727566364,32.2779204943197,51.1661563563999,1.58517511577006,15.4119363233053,0.05185491558,0.799184656969334,0.260601013,456.983,1.7601,40.3885637854009,64.0229462743092,0.326083603742157,0.003797613232,0.0585285733121258,0.0732353565621213,0.315227814910446,0.0509185486052596,0.0266310387498623,0.392777402265568
