table,N,Order,rep,spp,Ntreatment,wt,area,X6491,X6491.1,X6491.2,X6651,X6651.1,X6651.2,avg.6491,avg.6651,chlA,chlB,chlAmoles,chlBmoles,chl.ug.mg,chl.ug.cm2,chl.mmol.g,total.leaf.area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,Tbio,nitrogen,carbon,Narea,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,LightLevel,block
11,70 ppm,2,8,Soybean,p,0.0193,1.956,0.096,0.098,0.099,0.285,0.287,0.277,0.190333333,0.283,2.840003333,2.930253333,1.471504318,1.518265976,29.89770294,0.295002897,2.989770294,249.032,32.279,0.0654,0.3232,493.5626911,0.5614,0.6769,0.38,0.0615,1.6183,4.110348384,42.17812744,1.326779355,13.09644368,18.63137075,90.29762405,104.1585961,26.16697537,299.3169754,zero,three
11,0 ppm,1,3,Cotton,w,0.0245,1.815,0.163,0.174,0.146,0.357,0.359,0.342,0.161,0.352666667,3.814933333,1.742326667,1.557115646,0.711153741,22.68269388,0.306185124,2.268269388,186.517,26.088,0.1306,0.3932,199.754977,0.9668,0.9221,0.3822,0,2.2711,2.264749581,41.3404841,0.590827871,12.70548478,14.36125122,61.5302186,86.4390783,25.12745865,298.2774587,zero,three
11,210 ppm,3,5,Soybean,y,0.0186,1.87,0.114,0.113,0.115,0.33,0.329,0.335,0.222666667,0.331333333,3.325673333,3.42636,1.787996416,1.842129032,36.30125448,0.361071301,3.630125448,301.941,31.274,0.0901,0.3632,347.1032186,0.6272,0.9506,0.4268,0.0235,2.0046,4.293805897,44.31495908,1.342844856,NA,NA,NA,NA,NA,NA,zero,three
11,0 ppm,1,6,Soybean,w,0.0189,1.843,0.117,0.143,0.11,0.369,0.399,0.361,0.249833333,0.376333333,3.78848,3.814656667,2.004486772,2.018336861,40.22823633,0.412541328,4.022823633,256.637,21.044,0.0613,0.2558,343.2952692,0.3981,0.717,0.3234,0.116,1.4385,5.776947349,42.13148573,1.2157008,18.0301535,24.61784177,108.0638304,134.3258392,25.25166041,298.4016604,zero,three
11,210 ppm,3,3,Cotton,y,0.0197,1.813,0.172,0.145,0.141,0.354,0.361,0.356,0.152666667,0.357,3.899136667,1.505326667,1.979257191,0.764125212,27.43382403,0.298095054,2.743382403,330.355,67.63,0.2393,1.0594,282.6159632,0.9126,1.5068,0.5338,0,2.9532,5.030684531,42.83602642,3.402251948,18.74197735,24.52097175,130.8157629,150.8571133,27.65537507,300.8053751,zero,three
11,70 ppm,2,1,Cotton,p,0.0316,1.878,0.076,0.086,0.071,0.379,0.396,0.387,0.2325,0.387333333,3.988396667,3.308783333,1.262150844,1.047083333,23.09234177,0.388561235,2.309234177,478.719,84.476,0.3984,1.706,212.0381526,1.5627,2.0372,0.4603,0,4.0602,3.913153829,37.3135175,3.305675829,17.23987324,18.64835234,103.6086315,126.5444661,25.01951591,298.1695159,zero,three
11,630 ppm,4,6,Soybean,g,0.0203,2.06,0.133,0.138,0.138,0.413,0.417,0.414,0.2755,0.414666667,4.173583333,4.208696667,2.055952381,2.073249589,41.2920197,0.406906796,4.12920197,696.079,31.666,0.1165,0.3888,271.8111588,1.7719,2.5954,1.3978,0.0974,5.7651,4.06471947,41.70745785,1.287134067,17.27147229,23.03388501,104.8835895,126.4906154,26.09734164,299.2473416,zero,three
11,70 ppm,2,7,Soybean,p,0.0179,1.944,0.144,0.138,0.161,0.447,0.442,0.464,0.299333333,0.451,4.540383333,4.569793333,2.536527002,2.552957169,50.89484171,0.468630487,5.089484171,370.076,36.981,0.0926,0.3982,399.362851,0.6758,1.0013,0.4821,0.1424,2.1592,4.322399514,39.59369815,1.598466564,16.0604561,23.02916647,121.7397013,126.8837054,26.6939085,299.8439085,zero,three
11,630 ppm,4,5,Soybean,g,0.0189,1.845,0.102,0.096,0.087,0.284,0.266,0.269,0.184,0.273,2.73823,2.83654,1.448798942,1.500814815,29.49613757,0.302155556,2.949613757,298.386,33.869,0.0896,0.373,378.0022321,0.712,0.9647,0.1584,0.0051,1.8351,4.877147296,43.15918325,1.651841018,NA,NA,NA,NA,NA,NA,zero,three
11,0 ppm,1,8,Soybean,w,0.0192,1.979,0.139,0.143,0.141,0.412,0.416,0.414,0.2775,0.414,4.15803,4.26315,2.165640625,2.220390625,43.8603125,0.425527034,4.38603125,268.025,22.651,0.0552,0.2292,410.3442029,0.5705,0.714,0.3895,0.0989,1.674,5.160036327,43.23023165,1.168799828,17.4061844,25.45130386,119.3162836,138.2785101,26.57082669,299.7208267,zero,three
11,0 ppm,1,5,Soybean,w,0.018,1.831,0.142,0.142,0.144,0.409,0.411,0.413,0.276833333,0.411,4.123033333,4.265943333,2.290574074,2.369968519,46.60542593,0.458163663,4.660542593,379.358,26.234,0.0803,0.3082,326.6998755,0.7324,1.1399,0.3102,0.1172,2.1825,5.204772527,43.30875411,1.365420025,18.63456669,28.79403546,158.5358216,171.029298,29.48749062,302.6374906,zero,three
11,210 ppm,3,4,Cotton,y,0.0292,2.009,0.198,0.197,0.192,0.499,0.502,0.492,0.346666667,0.497666667,4.95097,5.452633333,1.695537671,1.867340183,35.62877854,0.517849842,3.562877854,342.582,51.921,0.2295,0.9224,226.2352941,1.1777,1.8186,0.3618,0,3.3581,4.262057944,41.46462201,2.212903105,14.87016569,21.28859345,100.3043736,123.5731237,26.97982493,300.1298249,zero,three
11,210 ppm,3,6,Soybean,y,0.0208,1.997,0.145,0.135,0.13,0.412,0.403,0.398,0.2705,0.404333333,4.062826667,4.150563333,1.953282051,1.995463141,39.48745192,0.41128643,3.948745192,495.153,19.276,0.0682,0.2636,282.6392962,1.2095,1.7975,0.9971,0.0314,4.0041,4.774393967,43.15210737,0.920312181,12.9448558,20.79010891,84.0263209,109.0323822,25.5145827,298.6645827,zero,three
11,210 ppm,3,7,Soybean,y,0.0208,1.983,0.13,0.132,0.13,0.412,0.418,0.413,0.2725,0.414333333,4.180286667,4.135683333,2.009753205,1.988309295,39.980625,0.419363086,3.9980625,474.422,16.096,0.0559,0.1935,287.9427549,1.1038,1.534,0.9673,0.0146,3.6051,4.436422865,42.4190513,0.714086624,11.43847175,20.63806794,99.12431708,121.5931826,28.28718622,301.4371862,zero,three
11,70 ppm,2,5,Soybean,p,0.0189,1.806,0.106,0.105,0.108,0.297,0.29,0.3,0.201,0.295666667,2.959343333,3.115226667,1.565790123,1.648268078,32.14058201,0.336354928,3.214058201,227.016,10.019,0.0372,0.1247,269.327957,0.4632,0.6568,0.1119,0.0147,1.2319,4.395756007,42.40303339,0.440410794,11.48112686,15.9178139,69.57591647,89.2603527,29.12329091,302.2732909,zero,three
11,630 ppm,4,2,Cotton,g,0.0274,1.897,0.629,0.624,0.621,0.22,0.219,0.21,0.624666667,0.216333333,0.436383333,14.24798,0.15926399,5.199992701,53.59256691,0.774083465,5.359256691,245.507,53.28,0.3419,0.9327,155.8350395,1.1932,1.4083,1.3415,0,3.943,4.013668795,39.650644,2.138482734,15.8707618,23.85415471,101.5757149,131.7069021,24.95990323,298.1099032,zero,three
11,630 ppm,4,7,Soybean,g,0.0215,1.976,0.145,0.159,0.147,0.46,0.47,0.462,0.307166667,0.464,4.674136667,4.681596667,2.174017054,2.177486822,43.51503876,0.473468286,4.351503876,562.525,23.147,0.0794,0.2865,291.5239295,1.3983,1.8463,0.9911,0.0251,4.2357,4.200201239,42.10441938,0.972220581,11.52698505,21.06659092,88.11045747,120.0659716,27.36549853,300.5154985,zero,three
11,630 ppm,4,8,Soybean,g,0.0207,2.027,0.117,0.118,0.118,0.346,0.354,0.35,0.233833333,0.35,3.518023333,3.584863333,1.69952818,1.731818035,34.31346216,0.350413748,3.431346216,533.803,42.338,0.1059,0.4836,399.7922568,1.4336,1.5937,1.0712,0.0373,4.0985,5.059555522,42.50602357,2.142114617,NA,NA,NA,NA,NA,NA,zero,three
11,630 ppm,4,4,Cotton,g,0.0252,1.938,0.2,0.206,0.212,0.509,0.521,0.509,0.3595,0.513,5.09572,5.67457,2.022111111,2.251813492,42.73924603,0.555742518,4.273924603,385.001,66.784,0.3303,1.0971,202.1919467,1.4167,2.0433,0.5871,0,4.0471,3.662906378,39.20338498,2.446235395,17.16850332,19.93539384,96.50879188,119.1303849,24.97858622,298.1285862,zero,three
11,0 ppm,1,7,Soybean,w,0.0161,1.906,0.109,0.101,0.099,0.34,0.332,0.329,0.218333333,0.333666667,3.370456667,3.3026,2.093451346,2.051304348,41.44755694,0.350107905,4.144755694,161.802,25.339,0.0507,0.2423,499.7830375,0.2204,0.3783,0.1717,0.0838,0.7704,4.498508405,37.87607135,1.139877045,13.98310103,20.46198371,79.21232018,102.435279,25.49949091,298.6494909,zero,three
11,630 ppm,4,1,Cotton,g,0.0285,1.817,0.152,0.148,0.141,0.435,0.445,0.427,0.291333333,0.435666667,4.378136667,4.46898,1.536188304,1.568063158,31.04251462,0.486907907,3.104251462,381.688,78.5,0.4223,1.4805,185.8868103,1.2786,1.771,0.8566,0,3.9062,4.794026468,44.87212719,3.763310777,22.54451736,24.95784625,157.5764956,153.0170321,24.97827614,298.1282761,zero,three
11,70 ppm,2,6,Soybean,p,0.0203,1.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.434,18.299,0.0678,0.244,269.8967552,1.2033,1.5661,1.0503,0.108,3.8197,4.616211817,40.89939741,0.8447206,13.64511232,23.21512907,81.24095238,132.8638154,26.72770029,299.8777003,zero,three
11,0 ppm,1,2,Cotton,w,0.029,1.967,0.582,0.582,0.606,0.205,0.204,0.224,0.59,0.211,0.49537,13.4139,0.170817241,4.625482759,47.963,0.707131164,4.7963,223.096,48.084,0.2656,0.9386,181.0391566,1.02,1.1198,0.7062,0,2.846,3.235498697,38.10795607,1.555757193,19.11056324,19.95255199,116.6882763,131.9323539,24.98747536,298.1374754,zero,three
11,0 ppm,1,1,Cotton,w,0.0274,1.83,0.0274,0.105,0.099,0.115,0.295,0.28,0.153566667,0.23,2.312188667,2.353380667,0.843864477,0.858898054,17.0276253,0.254949144,1.70276253,194.765,47.275,0.2289,0.8229,206.5312363,0.8663,0.9207,0.5648,0,2.3518,2.99388666,38.95152403,1.415359919,21.97183662,19.94133229,131.9136802,139.6346938,24.97925455,298.1292545,zero,three
11,70 ppm,2,4,Cotton,p,0.0319,2.005,0.189,0.177,0.189,0.462,0.453,0.462,0.322,0.459,4.55809,5.08582,1.428868339,1.59430094,30.23169279,0.480993017,3.023169279,204.085,47.302,0.2722,0.8799,173.7766348,1.2147,1.0462,0.6508,0,2.9117,2.769092982,37.28615335,1.309836362,19.03388688,19.04711035,100.3492103,122.5646716,24.97904897,298.129049,zero,three
11,70 ppm,2,3,Cotton,p,0.0236,1.792,0.473,0.501,0.476,0.219,0.203,0.193,0.483333333,0.205,0.806683333,10.77983333,0.341814972,4.567725989,49.0954096,0.64656901,4.90954096,244.653,46.088,0.2238,0.7667,205.9338695,1.0591,1.1858,0.4244,0,2.6693,3.323938726,40.30978788,1.53193688,16.3852192,18.18988964,107.8299536,119.187015,24.99669267,298.1466927,zero,three
11,210 ppm,3,2,Cotton,y,0.0261,1.969,0.525,0.52,0.521,0.185,0.182,0.179,0.522,0.182,0.3799,11.89832,0.145555556,4.558743295,47.04298851,0.623576435,4.704298851,233.491,34.851,0.1776,0.62,196.2331081,0.8692,1.2802,0.5849,0,2.7343,4.420341751,40.74892253,1.540533304,21.67974817,26.53316957,146.3188505,166.2961504,25.10231906,298.2523191,zero,three
11,210 ppm,3,8,Soybean,y,0.015,1.848,0.082,0.089,0.092,0.261,0.268,0.27,0.177,0.266333333,2.680436667,2.704453333,1.786957778,1.802968889,35.89926667,0.291390152,3.589926667,290.289,33.218,0.0671,0.336,495.052161,0.6016,0.7397,0.285,0.0238,1.6263,4.61783194,42.41875526,1.533951414,13.32969806,18.77231655,77.09710369,102.8839473,25.33925103,298.489251,zero,three
11,210 ppm,3,1,Cotton,y,0.0246,1.826,0.02,0.018,0.011,0.318,0.328,0.315,0.168333333,0.320333333,3.38519,2.136266667,1.376093496,0.868401084,22.4449458,0.302379883,2.24449458,451.327,86.338,0.3344,1.3583,258.187799,1.3411,1.8715,0.5652,0,3.7778,4.346198368,38.98414832,3.752420747,20.83036238,18.89273767,122.2362395,124.3680598,24.98548091,298.1354809,zero,three
11,0 ppm,1,4,Cotton,w,0.0327,2.057,0.15,0.163,0.152,0.361,0.376,0.362,0.260666667,0.366333333,3.624563333,4.15114,1.108429154,1.269461774,23.77890928,0.37801183,2.377890928,104.403,24.77,0.1348,0.438,183.7537092,0.6168,0.5271,0.2286,0,1.3725,2.689672142,41.84498431,0.66623179,12.30636635,18.12785086,66.99364419,98.05578033,26.54090323,299.6909032,zero,three
11,70 ppm,2,2,Cotton,p,0.0262,1.802,0.45,0.44,0.443,0.171,0.169,0.165,0.444333333,0.168333333,0.49063,10.04082667,0.187263359,3.83237659,40.19639949,0.584431558,4.019639949,277.247,41.983,0.2831,0.7289,148.2974214,1.4723,1.5205,0.9088,0,3.9016,2.59884362,40.9032629,1.091072517,14.94593572,22.90877569,84.04273533,126.070051,25.12722229,298.2772223,zero,three
11,630 ppm,4,3,Cotton,g,0.0245,1.948,0.589,0.549,0.586,0.21,0.221,0.248,0.574666667,0.226333333,0.742083333,12.92998,0.302891156,5.277542857,55.80434014,0.7018513,5.580434014,400.402,75.982,0.3524,1.2664,215.6129398,1.3087,1.8322,0.7624,0,3.9033,3.872332817,41.30880783,2.942275921,21.93818664,21.53513515,119.7953767,150.9270068,25.03308094,298.1830809,zero,three
12,70 ppm,2,5,Soybean,p,0.0149,1.675,0.145,0.145,0.145,0.428,0.425,0.423,0.285166667,0.425333333,4.271603333,4.38161,2.866847875,2.940677852,58.07525727,0.516609751,5.807525727,540.507,38.731,0.1034,0.3765,374.5744681,0.8869,1.5617,0.8178,0.1769,3.2664,5.300439343,43.43768549,2.052913162,15.31007499,25.14627492,175.620214,148.1734708,28.75696745,301.9069674,thirty,three
12,0 ppm,1,6,Soybean,w,0.017,1.828,0.092,0.1,0.096,0.279,0.294,0.283,0.190666667,0.285333333,2.867893333,2.92344,1.686996078,1.719670588,34.06666667,0.316812546,3.406666667,395.726,37.416,0.0888,0.4031,421.3513514,0.6706,0.4204,0.3821,0.1478,1.4731,4.84212237,42.88920932,1.811728506,14.19982052,20.60857839,87.8547709,111.7508632,25.08511056,298.2351106,thirty,three
12,0 ppm,1,1,Cotton,w,0.0224,1.805,0.108,0.099,0.173,0.241,0.233,0.415,0.126666667,0.296333333,3.236743333,1.2481,1.444974702,0.5571875,20.02162202,0.248467775,2.002162202,200.771,36.096,0.1439,0.5008,250.8408617,0.6457,0.7286,0.2551,0,1.6294,2.11175645,40.9944065,0.762259608,7.175791803,9.708186707,37.4080242,57.84459311,24.93486364,298.0848636,thirty,three
12,210 ppm,3,7,Soybean,y,0.0152,1.872,0.12,0.128,0.123,0.387,0.392,0.388,0.256333333,0.389,3.922903333,3.895213333,2.580857456,2.562640351,51.43497807,0.417634437,5.143497807,802.006,48.875,0.119,0.4901,410.7142857,1.6781,2.0572,1.0908,0.0656,4.8261,4.415650234,40.28359985,2.158149052,15.05381754,22.18953804,87.84895729,119.0050279,26.57437595,299.724376,thirty,three
12,0 ppm,1,4,Cotton,w,0.0278,1.958,0.147,0.149,0.159,0.36,0.361,0.37,0.257666667,0.363666667,3.60217,4.093293333,1.295744604,1.472407674,27.68152278,0.393026728,2.768152278,147.514,34.886,0.1418,0.5932,246.022567,0.6625,0.5979,0.302,0,1.5624,2.129770999,39.99439558,0.742991911,9.153783338,13.56129447,42.40470149,68.97711609,25.85893842,299.0089384,thirty,three
12,210 ppm,3,2,Cotton,y,0.025,1.866,0.563,0.571,0.58,0.214,0.208,0.226,0.571333333,0.216,0.625293333,12.91361333,0.250117333,5.165445333,54.15562667,0.725557699,5.415562667,209.423,53.262,0.2625,0.9377,202.9028571,0.815,0.94,0.4165,0,2.1715,3.692831677,38.40317008,1.966876008,23.85995963,23.65615203,132.3775321,158.5054976,24.99287859,298.1428786,thirty,three
12,0 ppm,1,3,Cotton,w,0.0228,1.757,0.161,0.147,0.135,0.33,0.332,0.318,0.147666667,0.326666667,3.53898,1.577193333,1.552184211,0.691751462,22.43935673,0.29118801,2.243935673,200.819,34.945,0.14,0.5257,249.6071429,0.7742,0.785,0.3541,0,1.9133,2.425489167,42.09963059,0.847587189,12.84744918,13.1468124,68.99093531,84.04950397,25.1319176,298.2819176,thirty,three
12,0 ppm,1,8,Soybean,w,0.0163,1.85,0.111,0.111,0.107,0.321,0.321,0.316,0.2145,0.319333333,3.205596667,3.299703333,1.966623722,2.024357873,39.90981595,0.351637838,3.990981595,409.531,15.107,0.0362,0.1521,417.320442,0.6284,0.9359,0.3841,0.1276,1.9484,5.712793747,42.28136164,0.863031751,11.16656266,18.13857039,60.75724089,99.45890377,26.13907243,299.2890724,thirty,three
12,210 ppm,3,6,Soybean,y,0.0195,2.022,0.108,0.106,0.119,0.325,0.323,0.361,0.223666667,0.336333333,3.384403333,3.41892,1.735591453,1.753292308,34.88883761,0.336465051,3.488883761,501.699,21.896,0.0675,0.2826,324.3851852,1.1472,0.9815,0.7183,0.0151,2.847,4.987779772,41.95722221,1.092124259,18.37554043,31.76553818,132.3020009,184.0445194,29.36243461,302.5124346,thirty,three
12,630 ppm,4,7,Soybean,g,0.018,1.853,0.11,0.109,0.121,0.332,0.336,0.37,0.229666667,0.346,3.483226667,3.506446667,1.935125926,1.948025926,38.83151852,0.377208491,3.883151852,557.283,32.551,0.0904,0.3569,360.0774336,1.1505,1.58,0.8349,0.012,3.5654,4.626830234,40.64692852,1.506079509,14.86447898,23.77042685,79.720665,128.0926148,26.43376041,299.5837604,thirty,three
12,630 ppm,4,2,Cotton,g,0.0248,2.226,0.431,0.445,0.439,0.158,0.161,0.168,0.438333333,0.162333333,0.43753,9.929466667,0.176423387,4.003817204,41.80240591,0.465723121,4.180240591,467.916,59.582,0.2026,0.8829,294.0868707,1.0712,1.8671,0.5175,0,3.4558,4.555645558,42.26538988,2.714344736,17.09050519,18.12003725,101.1388727,114.8019788,24.99489502,298.144895,thirty,three
12,630 ppm,4,8,Soybean,g,0.0132,1.766,0.089,0.099,0.094,0.288,0.298,0.294,0.193666667,0.293333333,2.956793333,2.94662,2.239994949,2.232287879,44.72282828,0.334281616,4.472282828,696.89,55.6699,0.1052,0.5372,529.1815589,1.1882,1.5353,0.345,0.0144,3.0685,5.851615365,43.67425969,3.257588422,15.556596,22.43088732,88.65445763,116.3098468,25.89609589,299.0460959,thirty,three
12,0 ppm,1,5,Soybean,w,0.0159,1.654,0.146,0.147,0.136,0.42,0.424,0.415,0.281333333,0.419666667,4.214816667,4.32238,2.650828092,2.718477987,53.6930608,0.516154575,5.36930608,191.779,20.995,0.0567,0.2266,370.2821869,0.3069,0.5729,0.2495,0.0786,1.1293,5.441830273,42.80624305,1.142512266,17.41624722,27.86962317,131.3399234,161.7621277,28.57141818,301.7214182,thirty,three
12,630 ppm,4,3,Cotton,g,0.0194,1.941,0.177,0.18,0.178,0.477,0.48,0.477,0.178333333,0.478,5.315093333,1.362033333,2.739738832,0.702079038,34.41817869,0.344004465,3.441817869,284.499,84.061,0.2954,1.2195,284.5666892,0.7031,1.1914,0.2307,0,2.1252,4.671608342,38.84904811,3.927000688,13.90170452,16.99563513,97.87925452,104.356464,25.01124399,298.161244,thirty,three
12,70 ppm,2,7,Soybean,p,0.0179,1.908,0.115,0.109,0.114,0.347,0.344,0.346,0.229166667,0.345666667,3.48088,3.496083333,1.944625698,1.953119181,38.97744879,0.365668938,3.897744879,279.202,45.089,0.1084,0.4789,415.9501845,1.22,1.5552,0.8217,0.1911,3.5969,5.111911377,41.55360905,2.304909721,14.25832837,21.60866854,100.7927501,116.0645886,26.96357742,300.1135774,thirty,three
12,630 ppm,4,4,Cotton,g,0.0256,1.953,0.187,0.19,0.198,0.486,0.488,0.437,0.331,0.470333333,4.666836667,5.237693333,1.822983073,2.045973958,38.68957031,0.507144393,3.868957031,437.031,90.893,0.3491,1.4468,260.3637926,1.4157,1.9028,0.4113,0,3.7298,4.531860369,40.16709803,4.119143845,19.71078259,16.87795384,111.274026,116.7595524,25.03556686,298.1855669,thirty,three
12,210 ppm,3,8,Soybean,y,0.0158,1.823,0.118,0.118,0.111,0.34,0.34,0.34,0.227833333,0.34,3.415043333,3.499503333,2.161419831,2.214875527,43.76295359,0.379294935,4.376295359,481.641,26.304,0.0665,0.2895,395.5488722,0.7204,1.0964,0.3543,0.0078,2.1711,5.405141251,42.96673193,1.421768355,13.69007386,19.74839563,81.41870294,108.8130914,25.58556188,298.7355619,thirty,three
12,210 ppm,3,5,Soybean,y,0.0162,1.667,0.176,0.178,0.177,0.51,0.514,0.512,0.3445,0.512,5.13755,5.30517,3.17132716,3.274796296,64.46123457,0.626437912,6.446123457,548.626,42.177,0.118,0.4387,357.4322034,1.0295,1.6174,0.7462,0.0378,3.3931,4.515414937,41.94177436,1.904466558,21.24504474,28.43822153,123.7034374,166.9393717,27.26628182,300.4162818,thirty,three
12,630 ppm,4,5,Soybean,g,0.014,1.814,0.157,0.153,0.152,0.461,0.449,0.456,0.304666667,0.455333333,4.575113333,4.67528,3.267938095,3.339485714,66.0742381,0.509944506,6.60742381,466.792,35.112,0.0837,0.2927,419.4982079,0.7619,1.2412,0.3088,0.0138,2.3119,5.23874409,38.89717456,1.839427825,16.80930654,24.90424443,103.7060402,143.8807686,28.01483197,301.164832,thirty,three
12,210 ppm,3,3,Cotton,y,0.0205,1.676,0.148,0.136,0.129,0.352,0.334,0.326,0.137666667,0.337333333,3.708193333,1.25726,1.808874797,0.613297561,24.22172358,0.296268099,2.422172358,264.748,81.83,0.2596,1.4984,315.2157165,0.596,1.0318,0.2689,0,1.8967,4.865526823,39.07300547,3.981460599,18.61682603,20.08687361,108.8195916,123.0214961,26.88912111,300.0391211,thirty,three
12,70 ppm,2,6,Soybean,p,0.0186,2.021,0.1,0.103,0.106,0.304,0.305,0.307,0.204166667,0.305333333,3.068423333,3.13175,1.649689964,1.683736559,33.33426523,0.306787399,3.333426523,425.353,24.317,0.0648,0.2782,375.2623457,0.7476,0.5617,0.375,0.119,1.6843,6.137642664,43.22660919,1.492490567,14.40728374,20.48443864,90.08800495,116.9700439,25.10810117,298.2581012,thirty,three
12,70 ppm,2,4,Cotton,p,0.0263,1.946,0.204,0.178,0.172,0.416,0.46,0.453,0.313833333,0.443,4.388133333,4.985163333,1.668491762,1.895499366,35.63991128,0.481669921,3.563991128,248.974,58.49,0.2749,0.9421,212.7682794,1.2351,1.03,0.3637,0,2.6288,2.696702592,41.66404138,1.577301346,16.69804005,17.19445319,82.21904378,105.8587801,24.98985484,298.1398548,thirty,three
12,70 ppm,2,2,Cotton,p,0.0267,1.945,0.433,0.438,0.452,0.154,0.17,0.169,0.441,0.164333333,0.452816667,9.983293333,0.169594257,3.739061174,39.08655431,0.536560925,3.908655431,205.898,49.431,0.2465,0.9124,200.5314402,1.1135,0.9633,0.687,0,2.7638,2.672398338,38.20458638,1.320993222,17.64807679,18.29128731,94.75022288,113.8999747,24.95560674,298.1056067,thirty,three
12,630 ppm,4,1,Cotton,g,0.0236,1.599,0.17,0.16,0.168,0.42,0.417,0.421,0.166,0.419333333,4.628166667,1.434293333,1.961087571,0.607751412,25.68838983,0.379140713,2.568838983,197.464,52.42,0.1842,0.9713,284.5819761,0.436,0.712,0.1444,0,1.2924,4.757757766,36.40052874,2.494016621,19.0326127,19.20869401,106.5712559,121.2163708,24.96227566,298.1122757,thirty,three
12,70 ppm,2,8,Soybean,p,0.0189,1.996,0.105,0.118,0.11,0.314,0.325,0.319,0.215166667,0.319333333,3.203183333,3.31641,1.694805996,1.754714286,34.49520282,0.326632933,3.449520282,533.874,22.869,0.0546,0.2438,418.8461538,1.0836,1.2785,0.8079,0.1212,3.17,4.679171221,42.0829332,1.070079667,13.10542292,20.07810258,68.42031491,100.6097014,26.1472956,299.2972956,thirty,three
12,630 ppm,4,6,Soybean,g,0.0181,1.87,0.075,0.074,0.076,0.222,0.214,0.224,0.1475,0.22,2.20945,2.26635,1.220690608,1.252127072,24.7281768,0.239347594,2.47281768,640.928,35.033,0.1062,0.4422,329.8775895,1.396,0.8523,0.8664,0.0114,3.1147,4.997271933,40.77396089,1.750694276,16.47150209,24.96317955,122.0353974,142.8265316,27.87655953,301.0265595,thirty,three
12,210 ppm,3,1,Cotton,y,0.0199,1.723,0.127,0.118,0.122,0.312,0.306,0.311,0.122333333,0.309666667,3.418696667,1.05284,1.717938023,0.529065327,22.4700335,0.25952041,2.24700335,320.832,64.13,0.2208,0.9699,290.4438406,0.7809,1.2294,0.22,0,2.2303,3.996872453,38.50126718,2.563194304,14.46155438,14.14365117,84.27511678,93.36621969,24.98609502,298.136095,thirty,three
12,70 ppm,2,3,Cotton,p,0.0254,1.897,0.195,0.213,0.193,0.495,0.507,0.495,0.200333333,0.499,5.497323333,1.776853333,2.164300525,0.699548556,28.63849081,0.383456862,2.863849081,258.221,50.219,0.2123,0.8282,236.5473387,1.0172,1.1074,0.3818,0,2.5064,3.479120169,42.38993173,1.747179358,18.59012946,22.43187788,117.5635706,141.6637881,27.61755718,300.7675572,thirty,three
12,70 ppm,2,1,Cotton,p,0.0245,1.865,0.135,0.132,0.139,0.353,0.337,0.346,0.135333333,0.345333333,3.8164,1.146786667,1.557714286,0.46807619,20.25790476,0.266122609,2.025790476,312.406,58.546,0.2357,0.8902,248.3920238,1.0342,1.2531,0.5946,0,2.8819,2.702641716,39.09450556,1.582288619,11.08947539,14.13449144,61.98738524,83.20970355,24.93362786,298.0836279,thirty,three
12,0 ppm,1,7,Soybean,w,0.0172,1.95,0.117,0.118,0.117,0.359,0.361,0.36,0.238666667,0.36,3.625226667,3.640986667,2.107689922,2.116852713,42.24542636,0.372626325,4.224542636,593.434,22.087,0.0571,0.233,386.8126095,0.9946,1.3096,0.7258,0.1506,3.03,4.821546749,39.14422794,1.06493503,14.19492243,22.65621462,97.29176232,127.7951539,26.77937273,299.9293727,thirty,three
12,0 ppm,1,2,Cotton,w,0.0278,1.819,0.361,0.358,0.377,0.141,0.142,0.163,0.365333333,0.148666667,0.531366667,8.18892,0.191139089,2.945654676,31.36793765,0.479400037,3.136793765,128.895,13.491,0.0714,0.2543,188.9495798,0.6353,0.6147,0.409,0,1.659,2.257271907,41.35309921,0.304528553,4.556086865,12.34820412,40.60154498,76.84418373,25.20146305,298.3514631,thirty,three
12,210 ppm,3,4,Cotton,y,0.0288,2.042,0.193,0.201,0.207,0.503,0.533,0.518,0.359166667,0.518,5.159276667,5.633716667,1.791415509,1.95615162,37.4756713,0.528550114,3.74756713,216.131,82.62,0.3133,1.4263,263.7089052,0.5508,0.8317,0.1355,0,1.518,4.084202319,38.46418606,3.374367956,17.60116049,20.29915779,97.08825098,123.8242152,26.00239062,299.1523906,thirty,three
2,210 ppm,3,6,Soybean,y,0.0104,1.719,0.09,0.088,0.088,0.267,0.267,0.267,0.177833333,0.267,2.685733333,2.721003333,2.582435897,2.616349359,51.98785256,0.31452802,5.198785256,349.062,26.538,0.0419,0.1658,633.3651551,0.6247,0.6996,0.1588,0.0053,1.4831,5.574379444,42.65066258,1.479328817,9.220671046,12.22930433,55.52950578,65.05597052,26.91579355,300.0657935,eighty,one
2,630 ppm,4,3,Cotton,g,0.0189,1.81,0.186,0.185,0.199,0.484,0.483,0.52,0.19,0.495666667,5.493163333,1.539566667,2.906435626,0.814585538,37.21021164,0.388548619,3.721021164,138.957,48.991,0.1494,0.8042,327.91834,0.2667,0.4047,0.0493,0,0.7207,3.902348267,31.57028641,1.911799439,11.42662188,11.40300984,65.89636077,70.59680101,25.69081466,298.8408147,eighty,one
