"block","spp","rep","n.ppm","shade.cover","chlA","chlB","chlAmoles","chlBmoles","Aamb","TPU","Vcmax","Jmax","Tleaf","TleafK","vcmax25","jmax25","jv25","marea","nmass","narea","chlorophyll_area","tla","biomass","vcmax25_narea","jmax25_narea","chlorophyll_area_narea","chlorophyll_mmol.g","chlorophyll_mmol.m2","chlorophyll_mmol.m2_narea","propN_rubisco","propN_bioenergetics","propN_lightharvesting","propN_photosynthesis"
"one","Cotton",3,210,50,3.85073,1.414693333,1.681541485,0.617770015,12.9808698633333,13.28466177,68.3516662802331,83.2809088727562,24.9670120227273,298.117012022727,68.5628874531413,83.4558438156693,1.217216002939,39.6139981909634,0.04108896008,1.62769799027769,0.265394321,302.38,1.9211,42.1226098838178,51.2723148361396,0.163048871833234,0.002299311499,0.0910849215618473,0.0559593500181862,0.328761833239554,0.040777752462413,0.0203488545520677,0.389888440254034
"one","Cotton",1,70,50,3.196413333,3.416493333,1.700219858,1.817283688,13.8827864466667,14.07913029,69.3507026857097,86.567175799384,24.9808090909091,298.130809090909,69.475283407135,86.6728975939953,1.24753571836591,30.8841364532763,0.03342527328,1.03231070096757,0.36636602,384.797,2.5312,67.3007490303229,83.9600882881076,0.354898985021284,0.003517503546,0.108635059489547,0.105234847791198,0.525274138773252,0.0667749000191732,0.0382672173786175,0.630316256171042
"one","Cotton",2,630,50,0.500293333,10.69236,0.182588808,3.902321168,8.03700272433333,9.163213026,52.0875598426067,51.8272234880402,24.9736542518182,298.123654251818,52.2160645927305,51.9141433213448,0.994217847060275,38.8074344533807,0.03739359102,1.45114933248518,0.514604751,258.806,2.5878,35.982557703629,35.7745010518241,0.354618742179146,0.004084909976,0.158524876141581,0.109240911733114,0.280839474760031,0.0284520750237196,0.0397239679029507,0.349015517686701
"one","Cotton",4,210,50,4.36259,5.00234,1.773410569,2.033471545,12.0485280433333,14.12244486,61.589612146657,79.7863575137817,26.2110697954545,299.361069795455,55.0593942387118,73.9584763884233,1.34324900248219,35.4213509772476,0.0404849693,1.43403230687839,0.465453777,271.213,1.8449,38.3948074074881,51.5737867506042,0.324576911389954,0.003806882114,0.134844907489,0.0940319871750526,0.299666789521858,0.0410175182530096,0.0341934498818373,0.374877757656705
"one","Cotton",4,0,50,3.20956,3.857653333,1.645928205,1.978283761,3.79892551466667,8.761330215,25.3190952608518,50.792746975481,24.9910193554545,298.141019355455,25.3403676982195,50.8217626543109,2.00556532010709,30.5274971952602,0.04045314709,1.23493333432943,0.337015419,106.739,0.9019,20.5196240102948,41.153446296684,0.272901710263575,0.003624211966,0.110638120627094,0.08959035888943,0.160153163007179,0.0327300425468315,0.0325783123234291,0.22546151787744
"one","Cotton",3,70,50,4.943273333,1.594466667,2.484056951,0.801239531,9.97366766833333,10.94176529,45.8713952630699,63.1164256821348,24.9681261009091,298.118126100909,46.0083519667615,63.2445206432238,1.37463129931093,42.1859234784227,0.02605762951,1.09926516453795,0.351491398,142.216,1.2379,41.8537341589461,57.5334529679262,0.319751238681107,0.003285296482,0.138593265993583,0.126078102412931,0.326663290996652,0.0457573431379448,0.0458465826956114,0.418267216830209
"one","Cotton",1,630,50,3.01794,3.161926667,1.486669951,1.557599343,15.4675565,14.31423572,76.2942923214878,97.6499831824112,24.9487454545455,298.098745454545,76.6609761330746,97.9689340302524,1.2779505163121,29.1838164476347,0.04574431142,1.33499358800472,0.323383918,758.797,3.8452,57.4242279677554,73.3853217802168,0.242236308028512,0.003044269294,0.0888433962932664,0.06654968015693,0.4481890963337,0.0583646066203925,0.0241998836934291,0.530753586647522
"one","Cotton",1,210,50,2.5499,2.490556667,1.448806818,1.415089015,7.69915807566667,15.85441944,60.3602536003842,100.102080478762,24.9915272727273,298.141527272727,60.4080971910304,100.156029093355,1.65799013295566,37.3924636494624,0.03913345488,1.46329628907828,0.288190776,583.701,4.0469,41.2822048698567,68.4454883408765,0.196946290475137,0.002863895833,0.107088120831299,0.0731828007974746,0.322202574594003,0.0544358722568528,0.026611927562718,0.403250374413574
"one","Cotton",4,630,50,4.385316667,4.924836667,1.747138114,1.962086321,9.769303503,13.60153051,52.2916465868705,67.8349106711558,24.8325023463636,297.982502346364,53.1182108574933,68.5626363330456,1.29075575449984,39.3258426944199,0.04423322098,1.73950869012699,0.462961379,253.05,1.9905,30.5363296883647,39.4149432665612,0.266144907253209,0.003709224436,0.145868376688434,0.0838560781652578,0.238332329275042,0.0313473812325517,0.030493119332821,0.300172829840414
"one","Soybean",6,630,50,3.258293333,3.33403,2.487246819,2.545061069,11.4388267866667,14.15732285,56.8746872083926,72.2946195790926,25.1209451618182,298.270945161818,56.2357159689337,71.7415614795416,1.27572949403141,23.4162200161245,0.05333931076,1.24900503626459,0.345147818,754.489,3.8302,45.0244108999897,57.438968936506,0.276338211599399,0.005032307888,0.117837628694287,0.0943451989967183,0.351410036292603,0.0456821983652303,0.0343073450897158,0.431399579747549
"one","Soybean",5,630,50,4.33637,4.571856667,2.660349693,2.804820041,10.907055717,17.39891486,87.4966473242994,95.0802498958951,27.9996782990909,301.149678299091,66.6172561476757,79.1975797056202,1.18884481717555,30.2193913701014,0.05092801736,1.53901368830516,0.47058778,377.343,2.0035,43.285681377557,51.4599579636207,0.30577231611126,0.005465169734,0.165154103095779,0.107311653139132,0.337839464410201,0.0409269882639981,0.0390224193233206,0.417788871997519
"one","Soybean",8,0,50,2.453023333,2.575813333,2.078833333,2.182892655,14.7749153866667,17.25377813,75.1375197302468,97.4497817886806,24.9561181818182,298.106118181818,75.4465729893295,97.7222061477761,1.29525043054768,18.5680517537057,0.05268912884,0.978334471158787,0.306262891,235.147,0.9975,77.1173614070522,99.8862955651855,0.313045180384217,0.004261725989,0.0791319487238646,0.0808843509624442,0.601891601225774,0.0794412861592428,0.0294124912590706,0.710745378644087
"one","Soybean",7,70,50,1.3606,1.384086667,1.172931034,1.193178161,14.1943774533333,18.96238751,101.60554336717,117.081825718988,27.2861161272727,300.436116127273,82.4106361831177,101.689191078094,1.23393284881504,16.3053722899695,0.05529288675,0.901571103445869,0.166951744,303.623,1.2018,91.4078056274634,112.791094001827,0.185178676825265,0.002366109195,0.0385802913031949,0.0427922891003697,0.713426775628982,0.089704693963405,0.0155608324001344,0.818692301992522
"one","Soybean",5,70,50,4.453963333,4.502836667,3.009434685,3.042457207,10.7530939433333,14.11910797,84.3274561729968,83.9064354654076,28.0152111418182,301.165211141818,64.1168258388955,69.8276563800064,1.08906914006411,24.3977764064693,0.06014599012,1.46742841869347,0.523789474,258.84,1.4239,43.693324336721,47.5850511619351,0.356943798639498,0.006051891892,0.14765270521714,0.100620039339707,0.34102106799392,0.0378452083428255,0.0365891052144387,0.415455381551184
"one","Soybean",7,210,50,2.97255,3.05041,1.801545455,1.848733333,7.91710647866667,15.31985419,55.2221667521605,85.2752169647666,27.1895281527273,300.339528152727,45.1788415103739,74.4913835050324,1.64881128011943,26.9677014729706,0.05041817065,1.35966217490249,0.344169143,742.205,3.2254,33.2279902642831,54.7866851634486,0.253128423628232,0.003650278788,0.0984396286479009,0.0724000641225169,0.259340411818795,0.0435727915342055,0.0263272960445516,0.329240499397552
"one","Soybean",7,0,50,3.512726667,3.568313333,2.723043928,2.766134367,11.758487418,14.92177084,75.1956579888596,83.3344193275948,26.8688991190909,300.018899119091,63.3201453676606,74.2099249282353,1.17197969930967,20.0010695771967,0.06362797927,1.2726276404357,0.386519651,288.502,1.1727,49.7554377696701,58.3123629963189,0.303717787292181,0.005489178295,0.109789436999933,0.0862698824947298,0.388335124055962,0.0463768236593489,0.0313708663617199,0.46608281407703
"one","Soybean",8,630,50,3.07372,3.1483,2.582957983,2.645630252,10.2027344123333,14.73639792,51.9265284124394,77.1654656250762,24.9878991190909,298.137899119091,51.9853236371207,77.2248705201928,1.48551293167384,17.1568627438365,0.05398389911,0.926194347407388,0.407733945,79.778,0.3193,56.1278783255788,83.3786890800634,0.440225041473566,0.005228588235,0.0897061706919334,0.0968545866675172,0.438071245467932,0.0663125032449445,0.035219849697279,0.539603598410155
"one","Cotton",4,70,50,4.474486667,5.07919,2.182676423,2.477653659,10.280457305,12.25697603,52.470590846267,69.940493420292,26.3976677418182,299.547667741818,46.1143730331119,64.0928582898408,1.38986728159179,34.5084920196705,0.02257395634,0.778993192211281,0.468088029,126.265,1.0631,59.1974018440518,82.276531978289,0.60088847204334,0.004660330081,0.160820963409219,0.206447200074633,0.462028502197478,0.0654359387751232,0.0750717091180482,0.602536150090649
"one","Soybean",8,210,50,3.442733333,3.5739,1.881275046,1.95295082,8.428486947,13.03840658,44.6246950813406,72.5736810668685,25.0716413472727,298.221641347273,44.3269230165394,72.2441106846923,1.62980206538894,26.5477037584341,0.04653690201,1.23544788839676,0.353482788,636.978,3.1288,35.8792332989961,58.4760485352753,0.286117116974246,0.003834225865,0.101789892406946,0.0823910853407493,0.280033040382408,0.0465070055793689,0.0299603946693634,0.356500440631141
"one","Cotton",2,210,50,0.736723333,13.17995333,0.259409624,4.640828638,13.8119706,12.7985914,75.0927215535664,79.4461148098174,25.0126096781818,298.162609678182,75.0042405663843,79.3824508402672,1.05837283653326,41.0405107729929,0.03926729363,1.61154978724829,0.671654279,234.761,2.2878,46.5416837629655,49.2584538612438,0.416775382501117,0.004900238263,0.201108281222884,0.124791851182131,0.363252165954853,0.0391760942460741,0.0453788549753204,0.447807115176247
"one","Soybean",8,70,50,2.601326667,2.79976,1.84491253,1.98564539,10.4911297123333,18.093892,49.1764178961386,89.7953765154064,25.9187806454545,299.068780645455,45.1577168530241,84.7552087177255,1.87687098959365,19.1162852211302,0.05095804976,0.974128613524704,0.289602502,236.493,0.9033,46.3570376909773,87.0061792056949,0.297293907579746,0.00383055792,0.0732260377547791,0.0751708108540455,0.361811025880798,0.0691975084348913,0.027334840310562,0.458343374626252
"one","Soybean",6,210,50,3.076133333,3.131593333,1.864323232,1.897935354,8.99429840166667,11.85918187,52.551361027359,68.1266687945067,25.1807542518182,298.330754251818,51.6718798907572,67.3497878637335,1.30341276543687,25.2306437664634,0.05451841452,1.37553469546651,0.308535123,436.987,2.2392,37.5649411541981,48.9626238332666,0.224301956189743,0.003762258586,0.0949242061406844,0.0690089508127538,0.293189784618132,0.0389408155446861,0.0250941639319105,0.357224764094728
"three","Cotton",1,0,80,3.245826667,3.579983333,1.979162602,2.182916667,9.165920785,8.134784321,39.8863554362606,52.5992287876994,24.9953554236364,298.145355423636,39.9036826565483,52.6147657954544,1.31854411153754,20.8025496163982,0.03034282793,0.631208183515659,0.375457096,99.168,0.5295,63.2179425087545,83.3556458384369,0.594822921827162,0.004162079268,0.0865818604799525,0.137168469517798,0.493408331775645,0.0662941765591691,0.0498794434610175,0.609581951795831
"three","Cotton",1,210,80,3.663453333,4.493913333,1.592805797,1.953875362,8.446320227,10.00195364,40.096255049554,58.936500818085,25.0126416427273,298.162641642727,40.048890362076,58.8891525273728,1.47043156489393,24.6160548931388,0.03890783146,0.957757314992351,0.435291711,72.209,1.1776,41.8152800664287,61.4865077045567,0.454490614883454,0.003546681159,0.087305298098405,0.0911559710709202,0.326363161494078,0.0489012754537736,0.033147625843971,0.408412062791822
"three","Cotton",3,210,80,5.625113333,2.142806667,2.717446055,1.035172303,6.30811993733333,8.911171039,33.7380774877847,52.1285722709916,25.0049703809091,298.154970380909,33.722401324642,52.1121010276439,1.54532592522004,31.3072909335804,0.03839106655,1.2019202897313,0.404368558,57.526,0.5715,28.0571029649405,43.3573685982905,0.336435420430752,0.003752618357,0.117484314665293,0.0977471764717097,0.218982267043438,0.0344828598001292,0.0355444278078944,0.289009554651461
"three","Soybean",6,0,80,2.40931,2.505906667,2.677011111,2.784340741,6.55374925966667,9.400879998,35.8909364267844,48.2684499048613,25.1799205281818,298.329920528182,35.2930215907228,47.7205407252729,1.35212397733089,15.2623612505683,0.04084752859,0.623429737533497,0.266696509,218.922,2.3896,56.6110653148407,76.5451787944409,0.427789200520244,0.005461351852,0.0833531248816843,0.13370091265049,0.441842460993879,0.0608776951664129,0.0486185136910874,0.551338669851379
"three","Cotton",4,0,80,3.57656,4.13754,1.648184332,1.906700461,10.689820732,11.36030954,51.5367948087628,71.097101428042,25.1139527854545,298.263952785455,50.9910593239859,70.5844939960477,1.38425235584084,31.6316357945955,0.02633722298,0.833089445144412,0.406005263,180.218,1.2583,61.2071844400176,84.7261892554793,0.48734894598217,0.003554884793,0.112446821063922,0.134975688048034,0.477714610263552,0.0673841932743839,0.0490820683811034,0.594180871919039
"three","Soybean",8,0,80,2.45329,2.467533333,3.028753086,3.046337449,10.5077089833333,12.01697173,58.5282553699768,68.4977448501924,26.7509994145455,299.900999414545,49.813121745229,61.4340593802229,1.23329069184681,11.7266918379169,0.04393373859,0.515197413732527,0.274599516,191.327,0.6162,96.6874452733381,119.243726274056,0.532998630584281,0.006075090535,0.0712407145913906,0.138278478681138,0.754633719206541,0.0948365832172614,0.0502830831567774,0.89975338558058
"three","Soybean",6,70,80,2.575646667,2.631623333,3.302111111,3.373876068,6.51386544633333,9.003482117,32.7053377768551,46.1345664998945,25.2383284436364,298.388328443636,31.9859172426409,45.4426317248544,1.42070747510952,15.5219003341632,0.04613513829,0.716105018440219,0.319464417,315.488,1.7984,44.6665173668394,63.4580551101779,0.446113920128419,0.006675987179,0.10362400762459,0.144705043193662,0.348616720911917,0.050469280961839,0.052620015706786,0.451706017580542
"three","Cotton",4,630,80,4.165746667,4.7419,1.309983229,1.491163522,6.80652994733333,10.89338318,56.1821312108401,65.5236923064522,28.8492648090909,301.999264809091,39.736002873566,52.0158279688041,1.30903523774927,30.7365276334428,0.04259606485,1.30925512433795,0.462014869,131.883,0.7422,30.3500839026003,39.7293292971506,0.352883758414639,0.002801146751,0.08609752451744,0.0657606931735151,0.236878703630051,0.0315974178414699,0.0239129793358237,0.292389100807344
"three","Soybean",5,70,80,1.70856,1.689346667,1.8984,1.877051852,7.103238139,10.77795703,40.6674996967661,58.9436316575653,26.2301695018182,299.380169501818,36.2921220156454,54.5739457102773,1.50374083077178,15.6048533735581,0.05159846189,0.805186432094577,0.182486932,260.645,1.177,45.072942822989,67.7780244859702,0.226639352982248,0.003775451852,0.0589153725693885,0.0731698526217445,0.351788822033085,0.0539050267910306,0.0266072191351798,0.432301067959295
"three","Cotton",1,630,80,3.4776,3.8647,1.783384615,1.981897436,8.56810522066667,9.003256216,47.8110065505492,57.1547994059301,24.9818885627273,298.131888562727,47.8920577698073,57.220671433374,1.19478414789368,29.4239047147286,0.03803767483,1.11921691976775,0.403866887,179.376,0.8776,42.7906842042251,51.1256311647325,0.360847731897948,0.003765282051,0.110789300292702,0.0989882285872625,0.333976071837854,0.0406610924196193,0.0359957194862773,0.410632883743751
"three","Soybean",8,630,80,2.802123333,2.89979,2.296822404,2.376877049,8.76849362766667,13.16658899,55.4628944369012,68.3874867174803,27.4897932545455,300.639793254545,44.175030843682,58.6846152477209,1.32845668982966,12.8053270160387,0.05587009416,0.715434826135672,0.296511354,305.578,1.4851,61.7457093643143,82.0265006733013,0.414449147802277,0.004673699454,0.0598482498831514,0.083652972565529,0.481917731623917,0.0652370845846068,0.0304192627511014,0.577574078959625
"three","Cotton",3,630,80,5.755043333,2.121426667,2.676764341,0.986710078,10.0146139253333,17.55856037,69.9431201165358,100.90284948363,28.7164750727273,301.866475072727,50.0356702388221,80.6949927189102,1.61274931131631,35.2412611079226,0.03789759603,1.3355590770558,0.429235422,98.64,0.7399,37.4642133758127,60.4203843208493,0.321390067556005,0.003663474419,0.129105458562174,0.0966677257338426,0.292403616591709,0.0480533692187196,0.0351519002668518,0.375608886077281
"three","Soybean",8,210,80,2.73005,2.786733333,2.333376068,2.381823362,7.49753912233333,10.92659843,49.0729638317324,56.4355207598933,27.62817566,300.77817566,38.6080130197072,48.035817704428,1.24419295237775,15.1671245425152,0.0597851414,0.90676868540568,0.309931648,275.159,1.0176,42.5775764438031,52.9747205407046,0.34179791714062,0.00471519943,0.0715160169976066,0.078869085521641,0.332312791756512,0.0421317049537957,0.0286796674624149,0.403124164172723
"three","Cotton",3,70,80,3.408246667,1.68396,1.563415902,0.772458716,5.37059633433333,9.606783855,26.7571297844722,47.7034418669562,25.0065721409091,298.156572140909,26.7406921971986,47.6835127844642,1.78318169301016,30.5325582732164,0.05414197494,1.65309300488257,0.276750362,145.926,0.8027,16.1761571298272,28.8450272571636,0.167413667097127,0.002335874618,0.071320227893012,0.0431435059505792,0.126252933696212,0.0229409455185179,0.0156885476183924,0.164882426833122
"three","Cotton",4,70,80,4.857913333,5.43162,1.875642214,2.097150579,14.3489384566667,15.01701031,95.8516363677371,97.400439340651,28.0583976545455,301.208397654545,72.6034133591803,80.8559256721169,1.11366562439854,28.8801163520279,0.03409922445,0.984789569629916,0.526588195,219.284,1.0792,73.7247992852571,82.1047746296731,0.534721539747717,0.003972792793,0.114734718104338,0.116506837239813,0.575413067592251,0.0652993372062679,0.0423661226326593,0.683078527431178
"three","Cotton",2,0,80,0.483253333,9.905633333,0.28096124,5.759089147,3.60391890466667,6.031654896,18.1184188440384,32.7458952860523,24.9780554254545,298.128055425455,18.1556423600228,32.791630592837,1.80613992843577,31.1823510781631,0.02755752612,0.859308454319489,0.522579812,116.623,0.9695,21.1282017170433,38.160488737197,0.608139963447521,0.006040050388,0.188342971728411,0.219179702913042,0.164903037791557,0.0303496920032425,0.0797017101501972,0.274954439944997
"three","Soybean",5,0,80,2.343136667,2.405223333,2.09208631,2.147520833,11.9125809936667,16.99546485,72.9223230222939,58.5313677819859,26.5818020536364,299.731802053636,63.0234625830307,53.0377228045153,0.841555202312795,19.135364989098,0.05238682137,1.00244094753363,0.270407745,163.125,0.5762,62.8700002110762,52.9085757470377,0.26974930110876,0.004239607143,0.0811264300916921,0.0809288869247537,0.490692684574253,0.0420790988635217,0.0294286861544559,0.562200469592231
"three","Cotton",1,70,80,3.47103,3.883573333,1.4462625,1.618155556,11.30368728,11.09543015,59.6558176380586,68.8179391088431,25.0074442809091,298.157444280909,59.6143082342246,68.7853750359303,1.15384002722421,24.8858124945728,0.04027701956,1.0023263566104,0.411331283,152.721,0.7075,59.4759459741479,68.6257271219966,0.410376600682249,0.003064418056,0.0762605331465992,0.0760835357103568,0.464202505164081,0.054579219254626,0.0276667402583116,0.546448464677019
"three","Soybean",7,70,80,2.22869,2.159766667,1.989901786,1.928363095,6.75883592833333,9.58821357,40.4144171904512,53.4461982550891,27.7229554254545,300.872955425455,31.5301028425945,45.2396949757045,1.4348096230942,13.5045384100607,0.05408390406,0.73037815974431,0.246958732,330.553,1.2616,43.1695587031689,61.9400982520369,0.338124475253278,0.003918264881,0.0529143585862566,0.0724478927529552,0.336933141097904,0.049262023805463,0.0263446882738019,0.412539853177169
"three","Soybean",5,630,80,2.6736,2.831606667,2.595728155,2.749132686,9.17383861866667,18.4293864,68.9766088607841,101.756436540789,28.1231633427273,301.273163342727,51.9511663486539,84.1579615012379,1.61994363969498,20.2948586351495,0.05946740255,1.20688252815178,0.286431148,293.743,1.4276,43.0457522889258,69.7316926363311,0.237331423165634,0.005344860841,0.108473195192641,0.0898788346524141,0.33596684713308,0.0554588126203562,0.0326832126008779,0.424108872354314
"three","Cotton",2,630,80,NA,NA,NA,NA,10.033523659,12.27787585,56.3650814235894,75.9561571121377,25.0092219936364,298.159221993636,56.3165007397012,75.9116357303732,1.34794660061075,34.1916891334842,0.03373186854,1.15334956301124,NA,100.032,0.8369,48.8286487859471,65.8184111434337,NA,NA,NA,NA,0.381101649061051,0.0523465126482739,NA,NA
"three","Soybean",7,210,80,0.746056,2.599671333,0.703826415,2.452520126,7.20474528133333,10.17200424,38.9400022364388,52.3889164639204,27.1913439872727,300.341343987273,31.8527500001401,45.7589005944237,1.43657613845657,14.126360062762,0.05185977656,0.732589876460943,0.188704305,330.729,1.3153,43.4796480590437,62.4618249101116,0.257585193384884,0.003156346541,0.0445876877210192,0.0608630956469358,0.339353350704731,0.0496769619759748,0.0221320347807039,0.41116234746141
"three","Soybean",7,0,80,3.207606667,3.205963333,2.863934524,2.862467262,7.88330578266667,13.9782354,113.142044218821,88.7040511350899,28.6073674481818,301.757367448182,81.7034716092223,71.3736037964998,0.873568801799157,16.3239966402453,0.04159011094,0.678916831251989,0.33076689,255.815,1.0454,120.343859289146,105.128640963106,0.487197952347173,0.005726401786,0.0934777635153586,0.137686619645261,0.939269145671385,0.0836106134783242,0.0500678616891859,1.0729476208389
"three","Cotton",3,0,80,4.50991,2.013466667,2.411716578,1.076720143,9.198715761,12.50151823,66.8424006084495,77.5005629578348,28.1285348972727,301.278534897273,50.3200817705532,64.0773030561828,1.27339425536626,31.6696648934867,0.03583991593,1.13503812731383,0.345700936,228.931,1.285,44.3333845442179,56.4538771995504,0.30457209117559,0.00348843672,0.110477621924534,0.0973338421555834,0.34601665985731,0.0448987379903531,0.0353941244202122,0.426309522267875
"three","Cotton",2,70,80,0.545316667,8.544693333,0.361136865,5.658737307,5.37107549466667,6.134250664,32.86629772509,44.8869674731258,25.2291492672727,298.379149267273,32.1708327731149,44.2394153229095,1.3751405080157,32.6607676299278,0.03269277773,1.06777121661641,0.537234634,31.517,0.3698,30.1289567207655,41.4315488509766,0.503136463729007,0.006019874172,0.196613711493096,0.184134680195007,0.23515283294256,0.0329512222839732,0.0669580655254571,0.33506212075199
"three","Soybean",7,630,80,1.482686667,1.417003333,1.4976633,1.431316498,7.117245765,9.568932179,39.5537759462247,44.816673848459,27.10846305,300.25846305,32.5963010196596,39.339253167338,1.2068624947233,12.0171012594476,0.05671303108,0.68152623721856,0.165601942,348.256,1.3671,47.8283875800458,57.722287153447,0.242986891709193,0.002928979798,0.0351978468194424,0.0516456225707342,0.373294732332065,0.0459075262084423,0.0187802263893579,0.437982484929865
"three","Soybean",8,70,80,2.16319,2.26729,1.802658333,1.889408333,9.57051262533333,12.4625399,49.2270442556615,67.4799738711432,26.3888739,299.5388739,43.2984557087999,61.8713851818153,1.42895131405901,12.6984126984127,0.05369713168,0.681868338793651,0.250027088,131.456,0.4675,63.4997304397544,90.7380232542796,0.366679421488236,0.003692066667,0.046883386247619,0.0687572418020821,0.495607652212717,0.0721655080917793,0.0250026333825753,0.592775793687071
"three","Soybean",5,210,80,2.52704,2.6222,1.885850746,1.956865672,8.95781065666667,12.5028273,69.6345671826843,72.0792267803396,27.5064583590909,300.656458359091,55.3802931853459,61.7918221348619,1.11577275201592,14.5125050647609,0.05308011657,0.770325460560222,0.272158562,300.85,1.0575,71.8920716252457,80.2152146054261,0.353303345058946,0.003842716418,0.0557674414786647,0.0723946491890683,0.561108851709235,0.0637965376705368,0.026325326977843,0.651230716357615
